track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Year
Renai Circulation (English Cover) [2012 TV Size],Lizz Robinett,52,Renai Circulation (English Cover) [TV Size],0,0.896,0.555,-12.145,4,0.085,0.252,0.0143,0.109,0.772,120.013,2021
Copines,Aya Nakamura,69,NAKAMURA,72,0.701,0.787,-3.941,8,0.0855,0.27,0.0,0.105,0.904,180.027,2021
FACK,Eminem,89,Curtain Call: The Hits (Deluxe Edition),62,0.842,0.602,-7.103,1,0.0796,0.00638,0.112,0.103,0.372,124.213,2021
To the Bone,Pamungkas,67,Flying Solo,78,0.668,0.727,-6.55,7,0.027,0.514,1.9e-05,0.1,0.939,139.991,2021
Rasputin,Boney M.,70,Daddy Cool,70,0.69,0.752,-11.47,6,0.0455,0.463,0.00102,0.595,0.97,126.005,2021
Gimme More,Britney Spears,78,Blackout,79,0.788,0.844,-3.131,2,0.0334,0.25,0.000678,0.0723,0.382,113.324,2021
The Show,Lenka,51,Lenka (Expanded Edition),57,0.753,0.59,-4.144,0,0.0317,0.259,0.0,0.0836,0.593,123.028,2021
3 Strikes,Terror Jr,47,Bop City,56,0.599,0.432,-6.097,5,0.0451,0.62,0.00773,0.105,0.615,106.824,2021
Yours,Raiden,52,Yours,68,0.676,0.774,-3.988,8,0.0338,0.137,0.0,0.106,0.392,86.994,2021
Dangerous,Kardinal Offishall,60,Not 4 Sale,73,0.949,0.79,-5.957,8,0.0756,0.00437,0.0,0.0816,0.807,117.002,2021
Heartbreak Anniversary,Giveon,80,TAKE TIME,83,0.449,0.465,-8.964,0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,2021
BANG BANG BANG,BIGBANG,65,MADE,67,0.69,0.843,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,2021
Safe And Sound,Capital Cities,66,In A Tidal Wave Of Mystery (Deluxe Edition),82,0.655,0.819,-4.852,0,0.0316,0.000176,0.00374,0.104,0.766,117.956,2021
Savage Days,Eric D,34,Savage Days,0,0.757,0.836,-6.437,1,0.0601,0.00324,0.000663,0.0389,0.756,136.883,2021
Dilemma,Nelly,74,Nellyville,77,0.727,0.552,-8.074,2,0.14,0.227,0.000164,0.198,0.607,168.189,2021
"Sit Still, Look Pretty",Daya,69,"Sit Still, Look Pretty",0,0.657,0.739,-4.081,2,0.274,0.141,0.0,0.178,0.543,181.994,2021
YRN - Remix,Eduardo Luzquiños,57,YRN (Remix),0,0.808,0.782,-8.505,7,0.197,0.0241,0.00156,0.123,0.634,126.026,2021
Brave,Sara Bareilles,65,The Blessed Unrest,70,0.551,0.836,-3.838,10,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,2021
At My Worst,Pink Sweat$,69,The Prelude,74,0.813,0.415,-5.926,0,0.0349,0.777,0.0,0.131,0.667,91.921,2021
Dandelions,Ruth B.,75,Safe Haven,90,0.609,0.692,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,2021
drivers license,Olivia Rodrigo,85,SOUR,88,0.561,0.431,-8.81,10,0.0578,0.768,1.42e-05,0.106,0.137,143.875,2021
happier,Olivia Rodrigo,85,SOUR,86,0.395,0.443,-9.72,6,0.133,0.765,9.67e-06,0.0839,0.338,168.924,2021
Woman,Doja Cat,88,Planet Her,89,0.824,0.764,-4.175,5,0.0854,0.0888,0.00294,0.117,0.881,107.998,2021
Kiss Me More (feat. SZA),Doja Cat,88,Planet Her,82,0.764,0.705,-3.463,8,0.0284,0.259,8.92e-05,0.12,0.781,110.97,2021
You're Perfect,Charly Black,60,You're Perfect,57,0.817,0.855,-3.282,7,0.244,0.318,0.0,0.0517,0.783,104.909,2021
My Universe,Coldplay,87,My Universe,83,0.588,0.701,-6.39,9,0.0402,0.00813,0.0,0.2,0.443,104.988,2021
Permission to Dance,BTS,91,Butter / Permission to Dance,11,0.702,0.741,-5.33,9,0.0427,0.00544,0.0,0.337,0.646,124.925,2021
Butter,BTS,91,"Butter (Hotter, Sweeter, Cooler)",15,0.759,0.459,-5.187,8,0.0948,0.00323,0.0,0.0906,0.695,109.997,2021
LALISA,LISA,70,LALISA,72,0.804,0.652,-6.282,8,0.0898,0.0267,0.000782,0.118,0.854,150.076,2021
MONEY,LISA,70,LALISA,77,0.826,0.553,-10.121,1,0.234,0.163,4.12e-05,0.135,0.4,140.037,2021
Hair (feat. Sean Paul),Little Mix,77,Get Weird (Expanded Edition),61,0.713,0.801,-5.781,7,0.0483,0.00628,1.5e-06,0.825,0.727,153.984,2021
What You Know Bout Love,Pop Smoke,83,Shoot For The Stars Aim For The Moon,81,0.709,0.548,-8.493,10,0.353,0.65,1.59e-06,0.133,0.543,83.995,2021
My Lecon,JTL,25,Enter The Dragon,40,0.945,0.821,-3.549,9,0.0503,0.281,0.000316,0.0534,0.528,107.99,2021
Hatchback,Cochise,68,Hatchback,62,0.734,0.692,-6.227,2,0.0555,0.0221,0.0,0.224,0.348,77.994,2021
Shower,Becky G,81,Shower,77,0.699,0.529,-7.548,2,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,2021
Replay,Iyaz,63,Replay,75,0.706,0.751,-6.323,9,0.0708,0.173,0.0,0.168,0.195,91.031,2021
Love Me,Lil Wayne,85,I Am Not A Human Being II (Deluxe),70,0.669,0.634,-6.476,11,0.0327,0.0125,0.0,0.0946,0.496,124.906,2021
Hello Bitches,CL,59,Hello Bitches,66,0.714,0.884,-2.932,11,0.113,0.00985,0.0,0.439,0.584,145.075,2021
Life Goes On,Oliver Tree,70,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",80,0.7,0.49,-5.187,0,0.076,0.186,0.0,0.117,0.569,79.982,2021
Why,Bazzi,72,COSMIC,69,0.676,0.67,-6.584,8,0.0374,0.353,0.0,0.103,0.54,113.01,2021
GUY.exe,Superfruit,59,Future Friends,76,0.77,0.732,-4.601,4,0.0508,0.0305,0.0,0.157,0.889,110.011,2021
Young Dumb & Broke,Khalid,85,American Teen,80,0.799,0.539,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,2021
You Don't Know Me,Jax Jones,75,You Don't Know Me,64,0.877,0.658,-6.055,11,0.132,0.163,0.0,0.108,0.693,123.999,2021
broken,lovelytheband,60,finding it hard to smile,70,0.666,0.728,-5.808,7,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,2021
Hot N Cold,Katy Perry,83,One Of The Boys,70,0.706,0.841,-3.956,7,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,2021
Who Says,Selena Gomez & The Scene,67,When The Sun Goes Down,76,0.682,0.927,-2.915,4,0.0479,0.0843,0.0,0.149,0.744,101.019,2021
Habits (Stay High),Tove Lo,74,Queen Of The Clouds,75,0.733,0.65,-3.539,5,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,2021
Bundles (feat. Taylor Girlz),Kayla Nicole,54,Bundles (feat. Taylor Girlz),67,0.939,0.682,-5.931,11,0.306,0.00152,0.0,0.0552,0.584,130.022,2021
Middle,DJ Snake,77,Encore,75,0.583,0.695,-5.336,9,0.0423,0.0141,0.0,0.0527,0.224,104.879,2021
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,81,INDUSTRY BABY (feat. Jack Harlow),86,0.736,0.704,-7.409,3,0.0615,0.0203,0.0,0.0501,0.894,149.995,2021
Pumped Up Kicks,Madism,66,Pumped Up Kicks,75,0.669,0.687,-4.753,0,0.043,0.152,1.6e-05,0.308,0.386,123.903,2021
Bad Habits,Ed Sheeran,90,Bad Habits,22,0.808,0.897,-3.712,11,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,2021
Pepas,Farruko,84,Pepas,87,0.762,0.766,-3.955,7,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,2021
Jalebi Baby (Tesher x Jason Derulo),Tesher,61,Jalebi Baby (Tesher x Jason Derulo),73,0.691,0.829,-7.179,0,0.0412,0.0289,0.0,0.254,0.866,93.059,2021
INFERNO,Sub Urban,67,INFERNO,71,0.82,0.611,-5.02,9,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,2021
THATS WHAT I WANT,Lil Nas X,81,MONTERO,88,0.737,0.846,-4.51,1,0.22,0.00614,0.0,0.0486,0.546,87.981,2021
Savage Love (Laxed - Siren Beat),Jawsh 685,63,Savage Love (Laxed - Siren Beat),77,0.767,0.481,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,2021
Play Date,Melanie Martinez,78,Cry Baby (Deluxe Edition),78,0.68,0.729,-5.077,5,0.0475,0.612,0.0,0.224,0.446,123.97,2021
Mood (feat. iann dior),24kGoldn,74,Mood (feat. iann dior),18,0.7,0.722,-3.558,7,0.0369,0.221,0.0,0.272,0.756,90.989,2021
Electric Love,BØRNS,67,Dopamine,82,0.611,0.797,-7.627,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,2021
Good Days,SZA,82,Good Days,81,0.436,0.655,-8.37,1,0.0583,0.499,8.1e-06,0.688,0.412,121.002,2021
You Right,Doja Cat,88,Planet Her,84,0.828,0.621,-6.414,8,0.0565,0.0164,0.00233,0.0845,0.436,128.986,2021
idfc,blackbear,80,deadroses,75,0.63,0.5,-8.755,1,0.0611,0.611,4.04e-05,0.114,0.315,144.871,2021
Be Kind (with Halsey),Marshmello,83,Be Kind (with Halsey),77,0.63,0.633,-7.088,4,0.0457,0.00776,0.0,0.0541,0.452,93.995,2021
love nwantiti (ah ah ah),CKay,73,CKay The First,84,0.727,0.739,-3.805,8,0.0411,0.365,0.00137,0.161,0.533,93.005,2021
34+35,Ariana Grande,87,Positions,80,0.83,0.585,-6.476,0,0.094,0.237,0.0,0.248,0.485,109.978,2021
positions,Ariana Grande,87,Positions,85,0.737,0.802,-4.771,0,0.0878,0.468,0.0,0.0931,0.682,144.015,2021
Eenie Meenie,Sean Kingston,69,Eenie Meenie,74,0.72,0.607,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,2021
Calling My Phone,Lil Tjay,79,Destined 2 Win,80,0.907,0.393,-7.636,4,0.0539,0.451,1.35e-06,0.135,0.202,104.949,2021
What A Shame,Leyla Blue,57,What A Shame,74,0.699,0.463,-7.828,0,0.475,0.315,0.0,0.0803,0.565,143.99,2021
Maniac,Conan Gray,81,Kid Krow,81,0.628,0.639,-5.46,8,0.0435,0.00162,0.0,0.354,0.493,108.045,2021
Fashion Week,cry,0,Fashion Week,0,0.717,0.846,-3.182,1,0.0329,0.00401,0.0913,0.05,0.713,136.961,2021
Hold On,Justin Bieber,90,Justice,78,0.658,0.634,-6.068,1,0.0431,0.0104,0.0,0.12,0.302,140.002,2021
Somebody To You,The Vamps,69,Meet The Vamps,76,0.526,0.818,-5.952,3,0.0358,0.0587,0.0,0.333,0.896,171.96,2021
Shouldn't Be,Luke Chiang,59,Shouldn't Be,73,0.651,0.291,-10.009,4,0.0326,0.738,0.0,0.115,0.302,124.898,2021
Give Love,AKMU,57,PLAY,61,0.793,0.706,-4.536,5,0.0695,0.332,0.0,0.0752,0.839,95.992,2021
PYRO,Chester Young,44,PYRO,60,0.718,0.977,-1.824,1,0.0668,0.143,0.0318,0.374,0.259,125.983,2021
Maps,Maroon 5,85,V (Asia Tour Edition),68,0.742,0.713,-5.522,1,0.0303,0.0205,0.0,0.059,0.879,120.032,2021
Wildest Dreams,Taylor Swift,93,1989,78,0.553,0.664,-7.417,8,0.0741,0.0709,0.0056,0.106,0.467,140.06,2021
Baby I Got Issues,U/NITISH,46,Baby I Got Issues,63,0.734,0.495,-8.228,2,0.24,0.548,0.0,0.121,0.539,150.044,2021
Motive X - Promiscuous Mix,Khlaw,49,Motive X (Promiscuous Mix),4,0.786,0.764,-12.556,0,0.0478,0.00584,1.32e-05,0.376,0.789,112.005,2021
"No Guidance, Remake",Litfranse,12,"No Guidance, Remake",28,0.697,0.505,-7.595,1,0.121,0.121,0.0,0.254,0.172,93.022,2021
Way Back Home,SHAUN,60,Take,71,0.745,0.739,-4.591,10,0.0327,0.405,0.000183,0.127,0.556,99.913,2021
Like I Can,Sam Smith,81,In The Lonely Hour,79,0.656,0.627,-6.627,7,0.0379,0.343,2.17e-05,0.124,0.481,99.933,2021
Miss Independent,Ne-Yo,77,Year Of The Gentleman,65,0.668,0.673,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,2021
Sweet but Psycho,Ava Max,79,Heaven & Hell,80,0.72,0.706,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,2021
Say So,Doja Cat,88,Hot Pink,80,0.787,0.673,-4.583,11,0.159,0.264,3.35e-06,0.0904,0.779,110.962,2021
motive (with Doja Cat),Ariana Grande,87,Positions,79,0.789,0.742,-5.664,10,0.0652,0.0681,0.0,0.166,0.661,116.965,2021
WFM,RealestK,62,WFM,3,0.437,0.184,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,2021
Die Young,Kesha,76,Warrior (Expanded Edition),78,0.711,0.7,-4.805,1,0.046,0.00498,0.000125,0.215,0.801,128.001,2021
Some,BOL 4.00,62,Red Diary Page.1,72,0.659,0.799,-2.849,1,0.0629,0.417,0.0,0.0562,0.782,103.991,2021
dirty laundry,blackbear,80,deadroses,65,0.766,0.64,-8.899,0,0.0345,0.051,0.0,0.237,0.67,100.044,2021
Classic,MKTO,66,MKTO,64,0.72,0.79,-4.686,1,0.125,0.0383,0.0,0.156,0.755,102.068,2021
Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,60,The Rising Tied,61,0.684,0.819,-3.309,1,0.238,0.262,0.00197,0.113,0.25,179.999,2021
Still into You,Paramore,75,Paramore,79,0.602,0.923,-3.763,5,0.044,0.0098,0.0,0.0561,0.765,136.01,2021
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,86,Nothing but the Beat (Ultimate Edition),72,0.666,0.876,-3.078,3,0.0414,0.055,0.0,0.259,0.552,129.884,2021
Toxic,BoyWithUke,76,Faded,5,0.594,0.612,-6.627,8,0.363,0.835,0.0,0.461,0.687,179.629,2021
Я буду ебать,Moreart,46,Я буду ебать,64,0.811,0.712,-6.567,11,0.304,0.142,9.34e-05,0.148,0.497,203.918,2021
TWINNEM,Coi Leray,65,TWINNEM,57,0.885,0.353,-10.484,2,0.0912,0.0866,5.78e-05,0.173,0.316,134.079,2021
Might Be,DJ Luke Nasty,48,Might Be - Single,49,0.448,0.782,-6.766,9,0.458,0.378,0.0,0.114,0.694,74.037,2021
Heat Waves,Glass Animals,80,Heat Waves,85,0.761,0.525,-6.9,11,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,2021
Low (feat. T-Pain),Flo Rida,77,Mail on Sunday,80,0.918,0.609,-5.64,10,0.0791,0.0928,0.0,0.139,0.304,128.008,2021
Take You To Hell,Ava Max,79,Heaven & Hell,63,0.501,0.682,-4.664,0,0.0684,0.135,0.0,0.145,0.503,173.926,2021
True Love (feat. Lily Allen),P!nk,79,The Truth About Love,71,0.457,0.823,-4.76,9,0.311,0.00144,0.0,0.108,0.578,192.205,2021
24/7,Celina Sharma,52,CECE,67,0.704,0.638,-2.834,10,0.0742,0.385,0.0,0.0683,0.386,107.974,2021
In The Bible (with Lil Durk & Giveon),Drake,95,Certified Lover Boy,72,0.686,0.385,-8.35,7,0.297,0.614,0.0,0.131,0.147,143.07,2021
Because Of You,Ne-Yo,77,Because Of You,74,0.81,0.538,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,2021
BOOM,Tiësto,82,BOOM,69,0.886,0.84,-3.386,2,0.0502,0.0164,0.00622,0.329,0.203,123.035,2021
放個大招給你看 (OPPO Reno 宣傳曲),Ryan.B,46,放個大招給你看 (OPPO Reno 宣傳曲),54,0.704,0.576,-4.962,8,0.0967,0.654,0.0,0.0865,0.921,206.072,2021
Soap,Melanie Martinez,78,Cry Baby (Deluxe Edition),73,0.595,0.689,-6.107,6,0.148,0.254,5.44e-06,0.129,0.213,168.112,2021
California Gurls,Katy Perry,83,Teenage Dream: The Complete Confection,75,0.791,0.754,-3.729,0,0.0569,0.00446,0.0,0.163,0.425,125.014,2021
Insomnia,Craig David,65,Rewind - The Collection,59,0.62,0.884,-4.127,1,0.0441,0.00595,1.1e-06,0.201,0.594,125.39,2021
One Time,Justin Bieber,90,My World,70,0.691,0.853,-2.528,1,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,2021
Me Too,Meghan Trainor,74,Thank You (Deluxe Version),72,0.934,0.694,-5.849,11,0.101,0.0971,1.2e-06,0.477,0.833,123.831,2021
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,64,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),7,0.859,0.525,-8.051,1,0.0592,0.434,2.34e-05,0.108,0.312,110.066,2021
Infinity,Jaymes Young,71,Feel Something,86,0.671,0.673,-6.941,11,0.0444,0.148,5.29e-05,0.304,0.494,121.963,2021
No Lie,Sean Paul,79,Mad Love The Prequel,83,0.742,0.882,-2.862,7,0.117,0.0466,0.0,0.206,0.463,102.04,2021
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,77,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",76,0.8,0.837,-2.807,6,0.0491,0.00406,0.00313,0.0904,0.702,100.015,2021
Day 'n' Nite,Kid Cudi,81,Watch Dogs (Music from the Video Game) [Original Game Soundtrack],62,0.88,0.445,-6.154,11,0.066,0.515,4.57e-06,0.102,0.787,138.048,2021
Up (feat. Demi Lovato),Olly Murs,65,Never Been Better (Expanded Edition),70,0.692,0.831,-5.389,9,0.034,0.0146,0.0,0.103,0.676,114.972,2021
Title,Meghan Trainor,74,Title (Deluxe),73,0.779,0.754,-4.358,5,0.0966,0.343,2.6e-06,0.0965,0.883,89.998,2021
Style,Taylor Swift,93,1989 (Deluxe),79,0.588,0.791,-5.595,7,0.0402,0.00245,0.00258,0.118,0.487,94.933,2021
Every Summertime,NIKI,75,Every Summertime,81,0.628,0.676,-4.227,6,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,2021
Snowman,Sia,82,Everyday Is Christmas (Deluxe Edition),74,0.716,0.512,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,2021
Se Acabó la Cuarentena,Jowell & Randy,69,Viva el Perreo,62,0.886,0.605,-4.311,6,0.109,0.00127,0.0167,0.0767,0.646,122.052,2021
abcdefu,GAYLE,71,abcdefu,87,0.695,0.54,-5.692,4,0.0493,0.299,0.0,0.367,0.415,121.932,2021
Hips Don't Lie (feat. Wyclef Jean),Shakira,85,"Oral Fixation, Vol. 2 (Expanded Edition)",83,0.778,0.824,-5.892,10,0.0707,0.284,0.0,0.405,0.758,100.024,2021
Save Your Tears,The Weeknd,93,After Hours,88,0.68,0.826,-5.487,0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,2021
hot girl bummer,blackbear,80,hot girl bummer,5,0.778,0.559,-7.109,6,0.0776,0.128,0.0,0.399,0.678,129.989,2021
I Wanna Love You,Akon,79,Konvicted,14,0.865,0.45,-9.387,0,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,2021
All I Wanna Do,Jay Park,67,EVERYTHING YOU WANTED,66,0.613,0.668,-6.867,8,0.267,0.245,0.0,0.0735,0.509,96.176,2021
Ain't Your Mama,Jennifer Lopez,75,Ain't Your Mama,71,0.757,0.678,-5.529,8,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,2021
Teenage Dream,Katy Perry,83,Teenage Dream,70,0.719,0.798,-4.582,10,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,2021
Like A G6,Far East Movement,65,Free Wired,74,0.435,0.837,-8.126,3,0.449,0.00676,0.0,0.117,0.778,124.913,2021
Love Me,Justin Bieber,90,My World,68,0.729,0.868,-3.319,3,0.0609,0.00939,0.0,0.283,0.632,124.957,2021
Baby,Justin Bieber,90,My World 2.0,81,0.728,0.859,-5.237,5,0.137,0.0401,0.0,0.111,0.535,65.043,2021
Favorite Girl,Justin Bieber,90,My World,72,0.581,0.681,-4.469,7,0.0435,0.0472,0.0,0.104,0.634,176.034,2021
Love Tonight - David Guetta Remix Edit,Shouse,71,Love Tonight (David Guetta Remix),81,0.621,0.989,-4.225,10,0.0434,0.015,0.357,0.184,0.0348,126.002,2021
Ghost,Justin Bieber,90,Justice,89,0.601,0.741,-5.569,2,0.0478,0.185,2.91e-05,0.415,0.441,153.96,2021
Polaroid Love,ENHYPEN,75,DIMENSION : ANSWER,79,0.738,0.67,-3.766,7,0.0439,0.458,0.0,0.361,0.651,138.055,2021
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,93,Save Your Tears (Remix),84,0.65,0.825,-4.645,0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,2021
MIDDLE OF THE NIGHT,Elley Duhé,75,MIDDLE OF THE NIGHT,91,0.41,0.611,-8.271,4,0.0467,0.0228,0.0,0.116,0.0899,185.727,2021
We Found Love,Rihanna,87,Talk That Talk,77,0.734,0.766,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,2021
Panda,Desiigner,63,Panda,67,0.685,0.731,-5.503,10,0.414,0.0292,0.0,0.369,0.266,145.245,2021
TO THE MOON,Jnr Choi,63,TO THE MOON,79,0.745,0.65,-11.814,2,0.346,0.0451,0.00758,0.111,0.386,144.047,2021
Upside Down,JVKE,71,Upside Down,65,0.88,0.501,-6.774,2,0.062,0.0494,0.0695,0.436,0.459,120.038,2021
lowkey,NIKI,75,lowkey,76,0.752,0.494,-8.18,0,0.0559,0.432,0.0,0.0869,0.227,117.901,2021
Desce Pro Play (PA PA PA),ZAAC,60,Desce Pro Play (PA PA PA),64,0.935,0.71,-5.085,11,0.158,0.0769,1.92e-06,0.173,0.635,100.009,2021
Running Up That Hill (A Deal With God),Kate Bush,81,Hounds Of Love,95,0.629,0.547,-13.123,10,0.055,0.72,0.00314,0.0604,0.197,108.375,2022
As It Was,Harry Styles,91,As It Was,96,0.52,0.731,-5.338,6,0.0557,0.342,0.00101,0.311,0.662,173.93,2022
Sunroof,Nicky Youre,73,Sunroof,44,0.768,0.716,-5.11,10,0.0404,0.35,0.0,0.15,0.841,131.43,2022
Heat Waves,Glass Animals,80,Dreamland (+ Bonus Levels),89,0.761,0.525,-6.9,11,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,2022
About Damn Time,Lizzo,81,About Damn Time,92,0.836,0.743,-6.305,10,0.0656,0.0995,0.0,0.335,0.722,108.966,2022
Glimpse of Us,Joji,85,Glimpse of Us,97,0.44,0.317,-9.258,8,0.0531,0.891,4.78e-06,0.141,0.268,169.914,2022
Bad Habit,Steve Lacy,83,Gemini Rights,86,0.686,0.494,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,2022
STAY (with Justin Bieber),The Kid LAROI,83,STAY (with Justin Bieber),89,0.591,0.764,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,2022
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,88,Enemy (with JID) [from the series Arcane League of Legends],87,0.728,0.783,-4.424,11,0.266,0.237,0.0,0.434,0.555,77.011,2022
First Class,Jack Harlow,84,First Class,89,0.905,0.563,-6.135,8,0.102,0.0254,9.71e-06,0.113,0.324,106.998,2022
Afraid To Feel,LF SYSTEM,68,Afraid To Feel,86,0.578,0.912,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,2022
Betty (Get Money),Yung Gravy,75,Betty (Get Money),87,0.723,0.772,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,2022
abcdefu,GAYLE,71,abcdefu,87,0.695,0.54,-5.692,4,0.0493,0.299,0.0,0.367,0.415,121.932,2022
Being Good Is Boring,Jena Rose,40,Being Good Is Boring,55,0.767,0.758,-3.191,11,0.084,0.0368,0.0,0.0682,0.844,111.986,2022
MIDDLE OF THE NIGHT,Elley Duhé,75,MIDDLE OF THE NIGHT,91,0.41,0.611,-8.271,4,0.0467,0.0228,0.0,0.116,0.0899,185.727,2022
Envolver,Anitta,80,Envolver,86,0.812,0.736,-5.421,4,0.0833,0.152,0.00254,0.0914,0.396,91.993,2022
AMG,Jt5k,36,AMG,0,0.802,0.509,-6.889,10,0.181,0.0283,0.0,0.307,0.0567,87.849,2022
SNAP,Rosa Linn,74,SNAP,89,0.563,0.639,-8.205,0,0.0684,0.107,1.06e-05,0.446,0.518,169.985,2022
Baby Girl,Disco Lines,59,Baby Girl,76,0.73,0.907,-3.72,2,0.0606,0.0921,0.114,0.23,0.249,120.968,2022
Flex On My Ex (with Bankrol Hayden),KillBunk,60,Flex On My Ex (with Bankrol Hayden),57,0.619,0.707,-8.033,1,0.099,0.00601,0.0,0.0946,0.365,85.285,2022
House of Memories,Panic! At The Disco,78,Death of a Bachelor,86,0.506,0.817,-5.051,11,0.0335,0.00272,0.0,0.0486,0.506,109.952,2022
The Plan,Arman Aydin,64,The Plan,58,0.812,0.653,-5.849,5,0.0361,0.0059,0.0,0.105,0.864,124.034,2022
Thousand Miles,The Kid LAROI,83,Thousand Miles,84,0.376,0.657,-4.658,7,0.0768,0.0858,0.0,0.0884,0.203,80.565,2022
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,81,INDUSTRY BABY (feat. Jack Harlow),86,0.736,0.704,-7.409,3,0.0615,0.0203,0.0,0.0501,0.894,149.995,2022
Until I Found You,Stephen Sanchez,74,Until I Found You,90,0.539,0.508,-6.05,10,0.0288,0.727,0.0,0.174,0.227,101.358,2022
Oh No,Kreepa,41,Cold As Ice,58,0.541,0.527,-7.438,11,0.147,0.00279,0.000509,0.286,0.429,176.123,2022
Cooped Up (with Roddy Ricch),Post Malone,89,Cooped Up,83,0.669,0.773,-5.619,0,0.153,0.038,0.0,0.113,0.377,93.923,2022
TO THE MOON,Jnr Choi,63,TO THE MOON,79,0.745,0.65,-11.814,2,0.346,0.0451,0.00758,0.111,0.386,144.047,2022
Dreamer,Astelle,32,Dreamer,42,0.744,0.848,-5.073,9,0.0993,0.0811,1.12e-05,0.0889,0.823,150.056,2022
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,sped up nightcore,63,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],58,0.827,0.456,-9.246,5,0.0942,0.622,9.79e-05,0.109,0.689,114.269,2022
Pepas,YES YES,54,Pepas,58,0.691,0.823,-4.974,7,0.0626,0.0235,0.0,0.0781,0.149,125.973,2022
Bam Bam (feat. Ed Sheeran),Camila Cabello,82,Familia,83,0.756,0.697,-6.377,8,0.0401,0.182,0.0,0.333,0.956,94.996,2022
Fever - Remix,XY&O,31,Fever (Remix),0,0.782,0.586,-6.067,10,0.0567,0.0608,0.00409,0.115,0.724,120.018,2022
On My Way!,P.S.,39,On My Way!,54,0.797,0.666,-6.588,0,0.0363,0.167,0.000131,0.104,0.855,119.021,2022
Another Love,Tom Odell,74,Long Way Down (Deluxe),89,0.445,0.537,-8.532,4,0.04,0.695,1.65e-05,0.0944,0.131,122.769,2022
Frozen,Madonna,77,Frozen,76,0.706,0.633,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,2022
Riptide,Viva La Panda,56,Riptide,51,0.621,0.847,-6.108,3,0.278,0.0584,1.11e-06,0.109,0.373,101.996,2022
Down Under (feat. Colin Hay),Luude,68,Down Under (feat. Colin Hay),72,0.308,0.861,-4.112,11,0.172,0.012,0.00103,0.277,0.0386,171.966,2022
Meet Me At Our Spot,THE ANXIETY,65,THE ANXIETY,81,0.773,0.47,-7.93,2,0.0299,0.0153,0.000193,0.0851,0.399,94.995,2022
When You're Gone,Paradigm,62,When You're Gone,53,0.783,0.753,-5.003,11,0.325,0.0117,0.0,0.139,0.663,124.036,2022
